timestep,avg_reward,avg_length,success_rate
188000,85.388855,258.43,25.0
189000,87.81186,256.18,26.0
190000,91.43085,253.97,27.0
191000,91.422844,253.97,27.0
192000,88.35784,257.24,26.0
193000,86.55685,259.23,25.0
194000,84.153854,261.6,24.0
195000,82.55786,261.6,24.0
196000,84.05586,262.18,24.0
197000,82.55985,263.8,23.0
198000,84.57086,260.59,24.0
199000,82.08786,263.04,23.0
200000,86.22586,260.38,25.0
201000,84.406876,262.95,24.0
202000,82.26987,264.02,23.0
203000,88.77285,259.77,26.0
204000,87.48587,260.86,26.0
205000,85.88587,259.96,25.0
206000,84.02086,261.47,24.0
207000,86.42087,260.01,25.0
208000,85.646866,260.69,24.0
209000,90.51186,256.56,26.0
210000,91.460846,255.95,26.0
211000,91.49286,255.95,26.0
212000,88.40586,257.88,24.0
213000,85.421875,260.18,23.0
214000,85.24787,261.04,23.0
215000,83.32486,263.29,22.0
216000,84.41486,263.27,22.0
217000,83.31887,263.27,22.0
218000,79.884865,264.19,21.0
219000,85.633865,262.58,23.0
220000,84.27187,264.86,22.0
221000,90.876854,260.65,24.0
222000,89.46086,262.03,23.0
223000,90.82085,260.57,24.0
224000,87.64185,264.3,22.0
225000,85.21684,266.65,21.0
226000,84.78885,266.65,21.0
227000,83.086845,267.97,20.0
228000,88.01186,263.72,22.0
229000,86.41686,263.89,21.0
230000,83.112854,267.97,19.0
231000,84.667854,267.82,19.0
232000,84.70385,268.02,19.0
233000,81.707855,269.08,18.0
234000,80.08685,268.37,18.0
235000,81.86786,268.1,19.0
236000,81.35086,268.91,19.0
237000,83.38286,268.13,20.0
238000,85.84887,265.33,22.0
239000,85.751854,264.62,22.0
240000,86.491844,264.62,22.0
241000,84.18085,265.59,21.0
242000,87.98085,262.59,23.0
243000,87.884865,262.59,23.0
244000,89.57086,262.59,23.0
245000,83.36987,264.2,21.0
246000,82.273865,264.2,21.0
247000,81.70985,264.2,21.0
248000,79.60285,267.65,20.0
249000,82.033844,266.52,21.0
250000,85.11484,264.61,22.0
251000,90.41783,261.08,24.0
252000,92.029816,261.08,24.0
253000,90.181816,262.42,23.0
254000,87.149826,264.16,22.0
255000,84.716805,266.67,21.0
256000,89.37381,264.54,23.0
257000,90.02881,264.25,24.0
258000,88.6038,267.8,23.0
259000,97.33581,260.88,27.0
260000,100.8628,258.79,28.000000000000004
261000,99.22579,259.06,27.0
262000,95.905785,262.02,25.0
263000,95.08975,265.04,24.0
264000,90.757774,268.2,22.0
265000,92.61178,266.32,23.0
266000,94.458786,265.71,24.0
267000,102.259796,260.38,28.000000000000004
